Year,Department,Faculty_Count,Student_Count,Lab_Count,Building_Area,Tuition_Income,Total_Cost
2023,CSE,37,824,11,894,1627668,7394636
2021,MECH,55,839,12,1099,4259494,8728062
2019,CSE,37,805,10,1400,3662752,6460558
2023,EEE,17,383,7,845,1371871,4358940
2019,ECE,48,763,12,1413,4384723,7078767
2021,MECH,33,642,12,1396,5331202,7359752
2023,MECH,34,579,12,1289,3751811,6575637
2021,IT,34,562,7,1002,5056817,5812840
2023,AIDS,21,465,9,1150,4558864,6279951
2021,EEE,33,592,10,571,2162130,6059512
2020,CIVIL,38,808,11,1328,5219996,6070133
2021,EEE,49,879,12,1026,5950288,8031870
2020,CIVIL,27,525,9,902,2531583,4179963
2021,ECE,17,469,8,1462,2655317,4578126
2023,CIVIL,53,897,12,636,4679425,7939671
2023,CSE,29,747,10,1289,5930729,7295316
2023,CIVIL,48,801,12,1510,1539083,6914413
2022,CIVIL,53,826,12,987,4128330,7336129
2019,IT,35,678,8,841,4098652,5863728
2023,MECH,23,500,11,530,2616900,6285934
2020,EEE,36,549,10,607,1523809,5395742
2023,EEE,35,708,12,1328,2939553,6906874
2022,ECE,23,424,8,1020,4617029,5457668
2020,ECE,25,412,7,1415,3633461,5108961
2022,CIVIL,19,436,8,1223,2030155,4266883
2020,AIDS,47,795,12,1459,1534028,8059429
2021,EEE,18,449,7,1148,5338695,5151784
2019,ECE,28,642,10,862,2564527,5758796
2019,CIVIL,37,879,12,649,2278179,5912007
2022,ECE,35,620,10,1058,2397111,6412206
2019,CSE,44,831,11,1115,3495610,6162979
2022,CSE,38,588,8,543,2793479,6110991
2022,ECE,49,788,12,774,1997890,8344797
2022,CSE,42,791,11,991,5608832,7946828
2019,ECE,29,551,9,1346,4260209,5468527
2022,CIVIL,18,376,6,1331,3438030,3550027
2019,IT,47,691,10,1395,3315963,5754057
2022,AIDS,27,711,10,1485,2851003,7572707
2023,CIVIL,29,472,9,1428,3238100,5426630
2022,IT,27,500,7,542,2329257,4749100
2020,IT,31,516,7,1408,3873238,4952664
2022,EEE,39,675,12,901,2890168,7172136
2021,CIVIL,43,885,12,1315,1612583,7229163
2022,CIVIL,21,310,7,1343,2534818,3631523
2020,ECE,20,311,6,1066,4888144,4086968
2020,IT,37,889,11,1315,5204335,7507595
2019,IT,44,734,11,970,1062745,6162193
2023,IT,29,672,9,1107,2921148,5955874
2022,ECE,37,572,9,655,3989475,6050133
2019,EEE,37,875,12,1466,4499327,7195894
2023,CIVIL,43,808,12,1417,2647306,7251163
2022,IT,18,431,5,1300,5405210,5098611
2021,CSE,34,618,8,1394,1051866,4982182
2022,CIVIL,18,467,7,1112,2859561,4850072
2020,ECE,31,696,10,737,1223626,6369162
2020,EEE,20,479,9,726,5068100,4868323
2021,CSE,21,357,6,662,5329336,4456440
2019,ECE,38,779,11,1304,3030033,6480612
2023,MECH,44,890,12,1037,4667000,8415318
2022,CIVIL,30,759,12,550,2976024,6828007
2020,MECH,20,360,9,1142,1985545,4239760
2019,ECE,41,668,11,522,3806760,6105873
2021,ECE,18,420,7,547,2224777,4134604
2020,ECE,58,845,12,985,3473443,7608167
2021,IT,43,881,12,696,3866601,7138000
2022,EEE,18,316,6,1146,5058053,4394034
2023,IT,47,795,10,1474,1295270,7378014
2020,EEE,50,796,12,1016,4176689,7221854
2020,AIDS,35,804,12,888,4381057,8352321
2022,IT,39,831,10,584,1427060,6588769
2019,MECH,30,614,12,1481,3676407,5718817
2023,EEE,19,368,6,1172,1611972,4990271
2020,IT,19,460,5,932,3724718,4249314
2023,CIVIL,21,444,8,1023,2805767,4232140
2020,ECE,55,868,12,881,4059716,8413504
2023,EEE,57,894,12,1407,5892228,9092231
2021,EEE,34,684,11,1290,3130995,6646021
2020,IT,39,568,7,1438,5345808,5671819
2023,AIDS,35,753,12,965,4828896,8973881
2019,IT,46,817,12,1032,2346965,6047261
2021,MECH,30,649,12,1286,3071508,6513705
2021,MECH,18,409,8,836,5277226,4877622
2019,EEE,48,782,12,1309,3552590,6894310
2023,EEE,34,706,11,1411,4367488,7385168
2022,IT,18,350,5,1468,2673989,4639359
2019,MECH,46,702,12,883,3292435,6341260
2023,MECH,43,862,12,1114,5762777,9005858
2019,AIDS,37,775,12,1369,3189545,7824711
2019,CIVIL,22,386,7,894,2647086,3925917
2020,AIDS,22,367,7,1053,3221170,5254789
2023,CSE,39,895,11,631,5983152,8059939
2022,ECE,14,341,6,1077,2959244,4831635
2020,AIDS,14,356,7,544,4047327,5043713
2019,IT,35,495,7,1054,1904369,4842909
2019,CIVIL,16,361,6,883,3558046,3818870
2019,IT,34,562,8,909,5672828,5503922
2023,ECE,22,411,7,710,4931018,5556169
2023,CSE,24,477,7,711,2565796,5061748
2020,CIVIL,21,325,7,605,5314307,3998722
2022,EEE,37,709,12,911,5154145,7164386
2020,MECH,34,830,12,966,5718799,7959379
2021,AIDS,31,616,10,1324,3435678,7406540
2019,IT,49,831,11,1332,4851878,6924977
2019,CSE,15,405,6,1447,1283655,3315514
2019,MECH,40,763,12,633,1703374,6265881
2020,AIDS,25,545,10,931,2937668,5424859
2020,MECH,18,380,8,749,1943250,4553204
2019,AIDS,38,695,11,1054,2302985,6313841
2020,EEE,44,821,12,743,2154485,7199292
2023,CIVIL,22,563,9,1011,1437747,5535175
2023,MECH,27,573,11,1363,4207314,6709139
2020,MECH,20,471,10,721,1404013,4222947
2019,MECH,25,564,12,1440,3349159,5998017
2020,CIVIL,15,325,7,1204,5254031,3723415
2020,CSE,47,768,11,628,2936093,6753245
2020,AIDS,32,775,11,888,5424123,7534078
2021,EEE,42,655,12,811,5898933,7487148
2023,MECH,15,325,8,1178,3880416,4614916
2022,ECE,13,333,6,524,5424246,4867142
2022,CIVIL,25,563,10,1286,2746548,5318697
2021,CSE,29,437,6,1179,3544091,4657175
2020,AIDS,35,865,12,528,3004649,7598335
2021,CIVIL,47,761,12,522,5903206,6795632
2021,EEE,22,467,8,661,2381756,5307999
2019,EEE,24,380,8,1131,3388962,4581593
2023,AIDS,32,706,12,1173,5330778,8178182
2022,MECH,36,873,12,1067,5756141,9005852
2020,EEE,13,345,6,641,3067070,3537754
2022,CSE,43,898,12,890,2787059,7128973
2022,CIVIL,18,352,7,967,2020864,4100688
2023,CSE,44,775,10,1450,4779449,7314232
2022,MECH,53,891,12,752,5389974,8865677
2022,CSE,16,315,4,760,4784175,4068040
2021,CSE,34,659,9,1098,3643537,5631920
2023,IT,39,786,10,843,3692159,7485050
2019,CSE,38,801,10,877,5640886,5979177
2020,AIDS,18,440,7,882,3510831,5102623
2022,CIVIL,47,746,12,1302,1049094,6761485
2020,IT,26,589,8,720,5028756,5375542
2019,CIVIL,21,508,8,776,2065272,4217956
2020,CIVIL,42,774,12,1171,3891938,6134297
2019,MECH,33,712,12,1510,4556856,6243659
2021,MECH,36,726,12,1068,5420273,6814821
2022,IT,45,670,10,1249,4429752,6442027
2019,EEE,36,589,11,1369,3440592,5414429
2020,ECE,35,731,11,1020,3167456,6848327
2022,MECH,26,567,12,1074,5742543,6256728
2021,ECE,21,450,8,929,3997132,5332353
2022,MECH,28,554,12,818,5381158,5986355
2019,MECH,42,652,12,649,5648450,6970867
2021,CIVIL,27,676,11,932,4950486,6017772
2020,IT,35,657,8,707,1295151,5115675
2021,CIVIL,40,669,12,608,5233536,6689214
2021,AIDS,37,526,8,1000,4636704,6505052
2023,CIVIL,36,602,9,1414,4983931,5852201
2021,ECE,39,688,10,771,5943169,6736629
2021,ECE,33,676,10,538,2499537,6841003
2022,AIDS,29,417,7,739,1754751,6086312
2020,CSE,15,304,5,837,3431608,3187719
2022,CSE,50,743,11,1120,3761846,7086851
2022,AIDS,36,651,10,1374,1124945,7349445
2019,AIDS,39,832,12,737,3790404,7382690
2022,CIVIL,30,423,8,804,3125636,4509308
2023,AIDS,29,576,9,714,2564039,6875456
2023,IT,26,693,9,1461,4143560,6630763
2019,CSE,32,659,9,855,4653773,5433530
2020,CSE,44,768,11,1108,4916172,6523606
2020,EEE,17,356,6,711,1291349,3897483
2022,AIDS,29,550,9,1503,1771603,6664495
2022,MECH,19,449,10,1469,1859022,4951815
2022,MECH,42,751,12,1406,3086662,8003026
2020,AIDS,19,461,7,1508,2747404,4805136
2021,IT,18,419,5,584,3027805,4214372
2023,MECH,37,881,12,1067,3556932,8383055
2021,EEE,27,650,10,1219,5477883,6854851
2021,ECE,17,398,7,1483,2786526,4256620
2020,AIDS,22,466,9,550,5833018,5488050
2021,IT,50,813,11,971,2479154,7585753
2019,IT,44,700,10,695,2455186,5638703
2022,CIVIL,37,664,10,1269,5818751,6354010
2019,IT,39,876,11,712,3487413,6486524
2023,MECH,34,625,12,1102,4766300,6928372
2022,ECE,43,880,12,1349,4525989,8757927
2021,MECH,36,546,11,1486,1965257,5644321
2023,AIDS,48,733,12,902,4631062,9764603
2022,ECE,19,392,7,1434,4880221,5401196
2021,AIDS,25,567,10,1147,4155608,6698946
2019,IT,24,620,8,653,5608335,4752799
2022,EEE,17,361,6,533,5145721,4855358
2021,CSE,37,599,8,826,4064954,6174077
2019,ECE,31,702,10,834,4616446,6093982
2023,CIVIL,37,866,12,965,5856178,7903858
2023,CSE,25,602,8,1304,2348388,5404910
2023,IT,30,552,8,803,1573467,5525905
2023,IT,51,777,10,1269,5920549,8130826
2020,CSE,37,668,8,749,4931684,5691517
2022,CIVIL,22,459,8,1223,1989656,4948547
2022,ECE,28,465,8,965,5491212,5429424
2020,ECE,21,504,9,1401,4589437,5633849
2021,CSE,34,566,7,1349,5613344,6111831
2021,AIDS,19,437,7,1162,3817056,4836405
2023,MECH,36,667,12,1119,1310605,7704402
2019,EEE,35,742,12,1178,3508839,6001773
2021,AIDS,47,866,12,1282,4703158,8750356
2019,ECE,17,316,6,572,3141481,3207380
2022,MECH,14,367,8,682,5864392,5359148
2019,EEE,27,432,9,1018,1554001,4141737
2022,EEE,30,729,11,1129,4381053,6709592
2020,EEE,25,607,11,602,5593872,6227069
2020,IT,31,473,7,1213,5713439,4985601
2023,EEE,33,711,12,679,4496438,7629316
2021,CIVIL,18,396,6,1109,4768598,3617717
2023,CSE,28,453,7,1346,4711763,5366272
2022,ECE,35,541,9,1337,3913207,6144650
2023,CIVIL,32,603,10,1291,2066292,5946735
2019,CSE,35,584,8,949,5075796,5239187
2022,AIDS,21,326,7,556,5974889,5771155
2020,AIDS,32,701,11,1191,3662200,6997662
2021,CSE,38,659,9,1198,1778074,6029018
2022,CIVIL,21,359,8,1245,4441649,4410188
2022,CSE,30,501,7,775,3010889,5389479
2019,EEE,40,880,12,1038,1005191,7058891
2021,IT,34,669,9,600,2909052,5653226
2020,ECE,37,832,12,1122,3866196,7304527
2022,AIDS,23,451,8,560,2708152,5698562
2022,ECE,27,401,8,686,3557269,4911958
2019,IT,38,745,10,792,3552111,5618460
2023,EEE,24,528,10,749,2975207,5299001
2020,EEE,23,424,8,1092,2658302,4559746
2021,AIDS,23,535,10,849,5304587,6916553
2022,AIDS,22,461,9,580,1069128,5260927
2022,EEE,40,853,12,890,1854200,7624382
2020,MECH,38,652,12,1092,3439499,6589408
2023,ECE,19,367,7,1023,1537288,4162218
2022,IT,23,472,7,1359,3234943,5234027
2020,ECE,40,858,12,755,4980101,8188502
2019,IT,29,560,7,976,1624959,4788226
2023,MECH,30,516,11,630,1469528,5665986
2021,CIVIL,18,423,7,920,5861083,3941163
2022,IT,24,461,7,1231,4350236,5017344
2020,ECE,21,500,9,1283,3647843,4922930
2019,CSE,35,753,10,1351,3649738,6255746
2021,EEE,43,701,12,1083,3320916,6914103
2020,EEE,42,761,12,557,3920949,6963530
2020,MECH,25,574,11,1015,3973157,5396431
2021,IT,29,505,7,706,5133777,4579267
2019,CIVIL,12,339,6,578,5267075,3614600
2019,IT,29,572,8,602,3022440,5043888
2023,EEE,20,392,8,1056,5169494,5248816
2022,AIDS,21,341,7,997,3135208,4267130
2021,CSE,45,764,11,1341,1319109,6828886
2021,MECH,39,678,12,1262,4520490,7238500
2021,AIDS,17,406,7,1505,3685677,4510223
2019,ECE,39,627,10,895,3239419,6163157
2022,CIVIL,15,364,7,1311,5102606,3826887
2023,AIDS,27,664,10,978,2992306,8095416
2020,ECE,34,783,11,669,4221930,7523232
2020,AIDS,12,323,6,675,1872347,3873960
2021,CIVIL,48,839,12,788,1555997,7184538
2022,AIDS,18,361,7,1424,5170034,4788811
2019,MECH,34,790,12,625,3586722,6787657
2022,EEE,36,572,10,662,4006584,5970379
2022,IT,31,528,8,941,2424010,5479366
2019,AIDS,16,319,6,956,3254077,3656506
2021,MECH,14,302,7,1148,2279379,3685501
2022,IT,29,720,9,1294,1939501,6075413
2020,ECE,27,606,9,534,3264094,6115556
2019,IT,38,731,9,881,5252833,5820805
2023,ECE,21,435,8,1159,3422667,5035396
2021,AIDS,47,814,12,1336,2500315,7823502
2019,MECH,20,492,11,748,2738050,4917063
2023,EEE,41,884,12,951,4056244,7932651
2023,AIDS,41,714,11,1466,4918771,8966969
2022,ECE,28,417,8,1211,3945868,5370989
2022,CIVIL,26,508,9,636,5302347,5270188
2022,IT,19,333,4,1447,1670528,3921453
2019,AIDS,40,617,12,1052,5109107,7126579
2019,ECE,24,419,8,1140,4107134,5109079
2021,IT,37,824,10,714,1122793,6696512
2022,ECE,50,880,12,1203,2109839,8487284
2023,MECH,18,388,8,1163,1304347,5070156
2020,CSE,31,811,9,998,2315302,6383833
2021,AIDS,16,346,6,685,5485930,5229037
2019,EEE,36,821,12,1385,1827908,6413523
2021,AIDS,27,583,10,1034,3915456,6862942
2021,IT,44,676,10,1164,1082754,6298449
2021,MECH,21,433,10,1467,2458799,5252938
2021,ECE,24,547,9,947,3192515,6003109
2020,CIVIL,26,617,11,1276,5307499,5499091
2022,EEE,29,735,12,1371,3817742,7198366
2023,MECH,26,475,11,822,3386301,5999380
2021,AIDS,36,885,12,536,1239831,7766027
2021,CIVIL,28,650,11,672,1293619,4830265
2021,MECH,21,442,10,1326,5227987,5351372
2022,CSE,30,697,9,635,5271114,6405376
2019,EEE,35,668,11,585,3458779,5646638
2019,IT,40,800,10,570,4385551,6212174
2020,MECH,44,669,12,973,2804311,6328412
2019,MECH,43,878,12,686,1500518,7324682
2021,CSE,39,681,8,1124,3349942,5960727
2021,AIDS,20,385,8,1089,3845362,5476417
2021,ECE,45,759,12,663,5105726,7986468
2020,ECE,32,624,9,1141,5456035,6310861
2021,EEE,43,821,12,542,1292432,7461080
2019,EEE,40,788,12,763,1637168,6152429
2022,IT,35,696,9,1410,5219986,6394027
2022,MECH,37,654,12,1233,3688565,7584205
2023,CIVIL,40,587,12,738,4831897,5971549
2019,MECH,33,758,12,1437,5445898,6828577
2021,ECE,38,835,12,1462,1707102,7029192
2022,IT,36,590,8,1137,5122816,6403724
2019,MECH,27,467,11,1214,4809891,5020732
2022,CSE,31,727,10,998,1314716,6207196
2021,ECE,36,789,11,1348,4003480,7873474
2022,MECH,26,654,12,522,3991477,6556474
2023,MECH,28,495,10,604,4713169,6299685
2023,ECE,38,844,12,637,3670097,8269388
2022,CIVIL,12,310,6,631,2274182,3575086
2019,ECE,40,881,12,1066,2883216,6686014
2019,CSE,22,555,8,579,5854247,5073980
2019,CSE,27,695,9,810,1927832,5008592
2022,MECH,30,708,12,1199,2135750,7212721
2019,EEE,38,661,11,1013,5102345,6283538
2021,CIVIL,21,558,9,1483,5512683,5368175
2023,MECH,18,302,8,550,4062098,3966537
2021,ECE,20,383,7,1142,4883086,4375489
2019,MECH,24,455,10,890,1726548,4223938
2021,IT,20,475,7,1492,5473209,4513300
2019,IT,43,771,10,542,5702372,6643829
2022,EEE,44,723,12,1219,2799707,6986728
2021,CIVIL,20,433,8,1005,5818042,4513503
2022,AIDS,32,679,11,1365,1812071,7174244
2022,IT,28,576,8,647,5393128,5472710
2020,AIDS,26,535,9,1217,2873225,5368471
2019,CSE,18,312,5,554,1869815,3571966
2023,IT,27,641,8,1120,2066476,6063040
2019,IT,15,334,5,1013,4504481,3298738
2023,CIVIL,56,858,12,638,2478983,7898548
2019,EEE,36,513,9,1270,5110833,5807177
2022,AIDS,29,711,11,1498,1411126,7215096
2021,ECE,30,704,11,730,1355866,6486322
2021,IT,36,793,9,1141,3222424,6511892
2020,IT,18,458,6,1034,1967444,4486003
2023,CIVIL,22,409,7,1081,5577656,5076961
2023,CIVIL,42,848,12,559,2366449,7182532
2023,EEE,53,825,12,1439,5458996,9104766
2022,AIDS,27,646,10,1264,2489416,6533136
2023,CSE,26,578,7,607,2651249,5042841
2021,ECE,35,778,11,542,1987648,7156157
2022,EEE,17,410,7,1343,5678147,5510633
2019,CSE,32,730,9,1409,4520003,6282063
2023,MECH,40,841,12,758,1383472,8353904
2023,IT,16,414,6,994,1924249,4093861
2019,AIDS,19,389,7,1478,5099062,4633647
2023,EEE,28,511,10,749,1168602,5753017
2019,IT,50,849,12,820,4569166,6441460
2022,AIDS,54,894,12,584,5979052,10366366
2021,AIDS,57,838,12,797,3876959,8928748
2019,AIDS,35,659,11,704,2975720,7003951
2020,IT,47,785,11,634,1164806,6408524
2019,EEE,42,671,11,665,1710588,5666359
2023,ECE,26,514,9,1286,1915388,5693715
2022,CIVIL,15,314,6,897,1713067,3422934
2022,IT,37,558,8,741,4514990,5759531
2019,AIDS,32,762,12,866,2106888,6559890
2021,EEE,24,419,8,1268,4128975,4707688
2020,ECE,21,427,7,1078,3420161,4876940
2022,MECH,38,822,12,1045,1120201,8138179
2023,CSE,37,624,9,683,4047064,6582034
2023,AIDS,30,619,10,1375,4915345,7438267
2021,MECH,52,805,12,1479,1195297,7316176
2022,CIVIL,33,825,12,648,3934935,6359494
2019,ECE,19,349,6,863,4329853,4171556
2023,ECE,56,883,12,1165,3308802,9630803
2021,AIDS,21,368,8,548,3201526,4682988
2022,ECE,37,690,10,818,5625673,7761409
2022,MECH,36,682,12,519,1444854,7141677
2022,AIDS,16,315,6,834,2204373,4303532
2022,IT,34,738,9,684,1951181,5876257
2022,EEE,36,867,12,1485,4878344,7647550
2023,MECH,20,431,10,1308,5183909,5425639
2021,EEE,41,859,12,1428,2446509,7876686
2022,IT,21,547,7,848,1477326,4967067
2020,IT,29,572,7,1238,3175923,5526074
2020,EEE,40,648,12,581,5985925,6702766
2021,MECH,35,783,12,1397,4010613,7509923
2019,EEE,51,849,12,1055,1611147,7353078
2019,EEE,43,656,12,1249,4627945,6524028
2019,CSE,27,617,9,1345,5839975,5716772
2020,MECH,16,347,8,1013,4747524,4830730
2019,CSE,14,309,4,1251,4278665,2945526
2023,AIDS,36,532,9,996,5686122,7506561
2022,ECE,15,335,6,949,5180659,4129853
2020,EEE,46,712,12,1437,5681023,7437125
2021,AIDS,36,761,11,1434,4334241,7906367
2021,MECH,14,303,7,556,4107965,4449653
2022,EEE,20,343,7,655,3861113,4708867
2020,ECE,54,867,12,1444,1692942,7915501
2019,AIDS,54,853,12,1103,5273436,8280934
2019,CIVIL,24,554,10,1328,4397622,5138108
2023,IT,15,413,5,599,1227993,3982766
2023,EEE,33,696,11,881,1937410,7254973
2019,ECE,31,473,9,1444,1064761,5096180
2021,IT,29,554,8,1090,1057276,4906298
2021,CSE,31,765,9,1262,4383266,7043903
2023,AIDS,29,576,10,1385,3463089,7660803
2022,CSE,45,763,11,1171,3725829,7035594
2019,ECE,52,801,12,591,2778509,6916148
2023,EEE,35,740,12,600,4739737,7196369
2023,IT,15,368,5,733,5022176,4344831
2019,IT,41,808,11,878,2175304,6426243
2019,AIDS,42,625,11,1471,5083231,6910290
2021,EEE,20,366,7,1074,4017813,4451751
2022,CIVIL,27,603,10,1103,5622393,5392565
2022,CIVIL,34,783,11,539,5625464,6955330
2019,AIDS,56,847,12,1255,3962825,7856899
2020,EEE,43,716,12,542,5017176,7256028
2023,AIDS,20,458,8,629,2278141,5634800
2023,EEE,21,448,9,998,2143682,5021287
2019,ECE,12,326,5,1110,1448224,3453638
2020,ECE,37,883,12,1370,4303342,8118999
2021,CSE,30,547,7,1134,2028278,5437309
2019,AIDS,24,400,7,1397,5280473,4667038
2019,EEE,20,395,8,852,4134732,3703930
2023,CIVIL,46,683,12,1512,4012513,7356472
2019,EEE,25,581,10,542,1802069,4389326
2019,ECE,26,621,10,1167,5803923,5553006
2019,EEE,42,695,12,1392,3696214,5907877
2023,AIDS,37,577,10,1321,5586927,8397155
2021,CSE,40,828,12,743,3845197,6964332
2021,CSE,28,562,8,1380,1967261,5323239
2019,CSE,49,879,12,767,4654998,7148821
2023,CSE,38,592,8,561,5504627,5947447
2021,ECE,29,593,10,1237,5596776,6263563
2021,MECH,30,694,12,1405,2103523,6423093
2021,AIDS,46,812,12,905,4015173,8750810
2023,IT,27,479,7,1453,3306185,4864497
2023,AIDS,34,534,9,1291,4757154,6722368
2019,MECH,42,636,12,800,2849684,6610740
2022,CSE,15,307,4,1212,4102011,3545969
2021,MECH,35,742,12,1280,4492064,7604207
2022,CIVIL,43,838,12,1107,1307672,7441924
2023,CIVIL,24,390,8,982,1936197,4458967
2023,ECE,24,571,9,1266,5300516,6754852
2023,AIDS,17,304,6,1108,5350977,4930893
2022,AIDS,48,893,12,1443,2009680,8793319
2023,IT,21,518,7,515,1201047,5242810
2019,ECE,18,417,6,1300,1668587,4307908
2023,IT,50,892,11,929,4451573,8671709
2020,CIVIL,45,881,12,1475,5420429,7246737
2022,CSE,22,414,6,1169,4217653,4458306
2020,MECH,33,562,12,834,5518873,6709951
2023,IT,32,605,8,910,2535903,5401612
2019,EEE,46,721,12,796,1896156,5909449
2021,IT,24,506,7,700,4715245,4974003
2023,CSE,27,602,8,1297,5017638,6419660
2019,CSE,27,411,6,1092,3908852,3893992
2022,AIDS,30,716,12,1473,5724892,8460086
2020,MECH,35,854,12,1346,3311418,6967585
2020,CSE,23,584,8,1011,2612798,4906997
2020,ECE,23,484,8,1089,1156892,5035685
2022,IT,21,520,7,1325,1328017,4239493
2019,IT,34,743,9,948,4050718,6265375
2022,CIVIL,16,416,6,570,3847954,3956528
2020,CSE,21,369,6,959,3015568,4120902
2023,EEE,21,369,7,999,2979525,4889723
2021,AIDS,35,726,11,1160,2574731,7226321
2022,MECH,58,867,12,959,4604974,9305744
2022,EEE,33,742,11,821,5062390,7613834
2019,AIDS,25,436,9,1288,4678368,4908442
2019,IT,42,803,11,1250,3754548,6661420
2022,EEE,16,430,7,1451,5913756,4799042
2020,AIDS,31,517,9,635,5733314,5693130
2021,IT,30,470,7,773,3244410,5061268
2019,IT,32,774,10,522,2418723,5414007
2020,IT,22,428,6,920,4101659,4196859
2023,IT,17,356,5,712,3870760,4711248
2019,ECE,24,480,8,688,4237215,5136172
2020,IT,26,545,8,978,3885865,4786724
2020,CIVIL,19,443,7,1004,3193383,4086335
2021,EEE,18,350,6,1201,4581772,4395259
2021,AIDS,35,667,11,1505,3535155,7769917
2023,CIVIL,45,758,11,957,1896408,7227631
2020,ECE,21,517,9,1461,1058054,4550879
2020,CIVIL,37,866,12,1435,3505162,6969618
2021,CSE,29,556,8,738,3454980,5369971
2019,CSE,20,455,6,1256,4783068,4157222
2019,CSE,43,864,11,663,5158481,6270139
2022,MECH,47,741,12,1084,5378695,8355735
2021,CSE,17,324,4,801,1935934,3349049
2022,AIDS,43,835,12,757,2394838,8008332
2021,CIVIL,17,359,7,1363,4607657,4456752
2023,AIDS,32,766,11,802,2207818,7737138
2020,EEE,41,733,12,1466,1512719,6722717
2023,CSE,23,365,6,1181,1489355,4651682
2021,ECE,38,864,12,543,3721921,7479362
2020,MECH,16,405,9,959,4363221,5104399
2019,EEE,21,395,8,613,4875351,3941344
2019,ECE,50,850,12,756,2915076,7171340
2022,MECH,23,467,11,1360,1564116,5770800
2021,EEE,21,341,8,924,4499053,4542023
2021,CIVIL,19,403,7,839,2093905,3712407
2019,AIDS,20,503,9,1421,2242854,5750866
2023,IT,52,819,11,1407,5350084,8758486
2020,AIDS,37,581,10,553,4948116,7126582
2023,CSE,20,342,6,1151,2036654,4265754
2023,ECE,23,409,8,1336,1498488,5379767
2019,IT,23,509,7,1065,2898764,4269361
2019,MECH,21,348,8,541,1103250,4127036
2019,CIVIL,16,414,7,1383,4356068,3791452
2022,CIVIL,20,454,8,855,4757980,4598981
2023,MECH,33,802,12,899,3625529,7742619
2021,CSE,16,370,5,1019,1817220,3565920
2020,MECH,56,818,12,1254,3714399,8274369
2022,EEE,31,635,10,1323,2540453,5841926
2021,ECE,14,366,6,794,1079535,4125953
2023,ECE,43,792,12,1263,4642753,8637397
2019,CSE,31,512,7,1380,4395908,4686044
2023,IT,22,480,7,1468,4744494,4998986
2020,MECH,55,898,12,550,4554784,7996717
2022,CSE,33,547,8,605,3755762,5640394
2022,ECE,24,513,9,714,4928319,5538679
2020,IT,36,658,8,1133,5393170,6356199
2021,MECH,33,548,11,1344,2287054,6371390
2021,CIVIL,42,815,12,546,5162119,6683664
2022,MECH,24,387,9,773,3875968,5694691
2022,AIDS,33,475,9,531,5249813,6639376
2019,MECH,43,725,12,1123,3894352,6453030
2021,AIDS,21,380,8,545,2435471,4522834
2020,IT,24,437,6,681,4105920,4554654
2021,MECH,30,732,12,1274,2955842,7187367
2019,IT,38,769,10,1406,5576126,6039243
2022,IT,34,649,8,925,5111231,5722655
2022,ECE,28,425,8,921,5899909,5328928
2019,CSE,26,608,9,1185,3353203,4863942
2020,IT,25,529,8,1202,3407801,4599782
2022,IT,34,759,10,1129,4972866,6500385
2023,ECE,27,644,10,721,3898506,6962673
2022,ECE,34,609,10,533,1582149,6746919
2023,MECH,12,319,7,510,4039973,5087042
2019,ECE,56,860,12,1168,1526765,7865196
2019,MECH,43,840,12,730,2316857,7070145
2022,CIVIL,52,859,12,1189,3195498,7087346
2021,ECE,36,776,12,1435,3225975,7301490
2023,CSE,28,568,8,1417,3528965,5421377
2020,IT,15,302,4,644,4285395,3110508
2022,CSE,19,315,5,1162,1156974,3531127
2020,AIDS,28,657,10,1184,1895144,6254520
2022,ECE,20,432,8,1103,5368485,5283726
2021,IT,28,611,8,1178,2635903,4825285
2021,CSE,34,781,9,1315,4852890,7218145
2021,ECE,44,843,12,833,5551097,8252477
2021,ECE,38,604,10,1304,4920121,6203984
2019,CIVIL,33,568,9,1086,4898550,5458172
2019,CIVIL,44,713,11,1217,3309421,5551330
2023,IT,17,324,4,661,3671469,3533408
2020,AIDS,27,615,10,935,4442526,5901949
2022,CIVIL,41,870,12,1017,3295063,7485481
2022,CIVIL,33,575,11,602,5638412,6373694
2019,AIDS,39,688,11,1167,2918040,6920863
2022,CSE,41,743,10,556,2560356,7178577
2019,CIVIL,38,726,10,1275,3555304,5544720
2023,MECH,18,356,8,801,2337194,4346612
2020,EEE,39,865,12,1287,2670273,7294194
2023,EEE,27,667,10,850,1121483,5709962
2021,CIVIL,42,641,12,513,2551548,5658100
2021,CSE,28,603,8,620,5096567,5937451
2021,ECE,41,673,11,1441,1554829,7174010
2023,CSE,17,411,5,1486,5531364,4419570
2022,IT,14,305,4,630,3484771,3895875
2020,MECH,31,578,11,575,2279305,5395129
2021,CSE,41,681,9,719,1091092,6163252
2021,AIDS,11,312,5,920,3757477,4730830
2021,MECH,32,602,12,1465,5316704,6257746
2020,EEE,37,855,12,1366,4082863,7507448
2021,MECH,17,459,9,752,3507130,5540011
2020,AIDS,19,453,7,1098,1164033,4472196
2021,CIVIL,26,480,8,1132,5617462,4542068
2023,AIDS,50,825,12,1170,4155935,9409997
2023,AIDS,21,479,8,725,5028131,5520312
2020,CIVIL,36,676,11,1478,3301638,5316649
2023,CIVIL,26,467,8,1036,5602334,5592885
2020,CIVIL,32,513,9,1474,4837056,5329395
2023,CIVIL,18,449,7,1074,2139261,4227983
2023,CIVIL,19,315,6,1158,2680897,3705119
2020,AIDS,17,390,6,887,5733770,4662954
